C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,Solution
3,1,9,0,0,7,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,2,0,0,3,0,8,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,2,6,0,2,0,0,8,0,0,5,0,8,0,9,0,0,0,0,0,0,0,7,5,0,2,0,0,3,0,0,0,7,3,0,0,2,1,319
5,0,3,2,8,0,6,4,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,8,0,5,7,0,6,0,0,4,0,0,0,0,8,7,0,0,0,5,0,3,0,0,0,0,8,3,0,0,0,0,0,0,0,0,1,4,2,0,0,6,0,0,0,0,0,0,0,0,513
0,0,0,0,9,6,7,1,0,0,6,0,0,0,0,0,3,0,0,1,0,7,0,0,0,9,2,0,0,0,0,0,7,0,0,0,0,2,7,0,3,0,5,0,0,0,0,6,2,4,0,9,0,3,0,0,0,4,2,5,0,0,0,0,0,2,0,0,1,0,6,0,0,0,0,0,7,0,0,0,0,245
0,3,0,0,0,5,0,0,1,0,0,8,3,0,0,0,0,9,0,0,0,9,6,0,0,0,0,0,0,0,8,9,0,0,0,0,9,0,0,0,0,1,3,4,0,0,0,0,0,4,0,0,9,8,0,0,6,4,0,0,0,0,2,3,0,0,0,0,0,4,0,0,0,0,0,0,2,0,1,6,0,439
0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,8,0,0,4,9,0,0,4,0,0,7,0,8,0,0,0,3,8,0,0,0,6,2,0,0,0,1,0,3,9,0,0,0,3,0,7,0,0,0,2,4,9,0,0,0,0,6,0,3,1,8,2,0,0,0,0,0,0,869
0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,6,0,2,0,0,0,0,0,9,0,7,5,0,0,3,0,1,0,0,0,0,0,0,9,0,8,0,5,0,0,1,0,0,5,0,0,8,0,6,0,0,2,0,0,0,0,0,3,9,0,0,0,0,0,0,8,0,0,0,0,0,5,3,7,0,0,596
0,7,3,0,0,0,0,0,0,0,9,0,4,0,0,3,0,0,1,0,0,9,6,0,5,0,0,0,0,6,0,0,0,0,0,4,0,0,8,1,0,0,0,0,5,0,0,0,3,0,5,0,0,8,0,0,0,5,0,7,9,0,0,0,0,0,0,9,0,0,0,0,0,0,4,6,0,0,7,0,0,673
0,0,0,7,0,0,6,3,0,4,0,0,0,0,0,0,0,0,0,1,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,4,0,0,0,8,7,0,0,6,0,7,0,3,0,0,2,0,0,0,0,0,0,0,0,7,0,5,0,4,0,0,0,8,0,1,0,0,0,0,0,6,0,0,5,859
3,0,0,0,0,6,0,0,0,8,7,0,0,0,0,0,9,2,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,8,0,0,0,0,0,0,4,6,0,1,0,1,2,0,0,0,3,0,0,4,0,7,0,0,0,0,0,3,0,6,0,9,0,0,4,1,0,9,0,0,0,0,8,0,0,7,329
1,3,0,0,9,4,0,0,0,0,0,8,5,0,0,0,0,9,0,0,4,0,0,0,0,8,0,0,0,0,0,0,3,1,0,0,0,5,0,0,0,0,0,7,0,0,0,6,0,5,0,0,0,0,0,1,0,0,0,8,0,9,6,6,0,0,0,0,0,0,0,0,0,8,5,1,0,9,7,4,0,132
8,0,0,1,0,0,6,0,4,0,0,4,8,0,0,0,3,0,0,7,0,3,9,0,1,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,6,2,0,0,0,9,0,0,0,9,0,2,0,0,0,0,6,0,0,3,9,0,8,0,0,0,0,0,1,0,0,0,2,0,0,839
0,0,4,0,0,0,0,0,0,1,5,0,9,0,0,2,0,0,3,0,0,0,0,0,0,0,0,5,6,0,0,0,0,1,0,0,9,0,8,0,1,0,0,4,0,0,0,3,2,0,0,0,6,0,8,0,0,1,0,0,0,0,9,2,3,0,6,5,0,0,1,0,0,0,0,0,0,4,0,0,2,784
4,0,0,0,0,7,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,6,4,0,7,5,9,0,0,4,0,2,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,9,6,0,0,1,2,6,0,0,0,0,1,0,0,0,0,5,0,0,3,0,0,0,1,9,0,0,0,0,6,0,0,426
8,0,7,0,0,9,3,0,0,1,0,4,0,0,0,0,0,8,0,0,0,0,4,6,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,3,0,9,0,0,7,0,0,0,4,5,0,0,1,0,0,0,3,827
0,0,0,0,5,0,8,1,0,0,0,0,0,0,2,0,9,0,7,0,0,8,0,0,2,0,0,0,0,8,0,0,0,0,0,0,4,5,0,0,3,0,9,0,0,0,7,1,2,0,0,0,0,4,0,3,0,1,0,0,0,2,0,0,0,4,0,0,9,0,0,0,1,0,5,0,0,0,0,0,3,243
0,0,9,7,0,1,2,0,0,0,8,0,0,9,0,0,0,0,1,0,0,0,2,4,0,9,5,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,5,4,4,0,7,5,0,0,1,2,0,8,0,0,0,0,0,4,0,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,659
0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,4,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,8,2,0,5,7,7,0,0,0,9,0,2,0,1,0,8,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,2,2,0,7,0,0,0,3,0,0,3,0,1,4,0,0,5,0,0,124
4,0,8,0,6,0,0,0,0,0,0,0,8,0,0,6,0,5,0,0,9,0,5,2,0,0,4,0,0,6,0,8,0,0,0,0,8,0,7,5,9,0,0,4,0,0,0,0,0,0,4,9,7,0,0,0,0,0,7,6,0,0,0,0,0,0,1,0,0,7,0,0,0,0,5,4,0,0,0,0,0,458
0,2,0,0,0,0,0,9,8,0,9,0,8,0,0,2,0,0,6,0,0,0,0,4,0,0,0,0,0,7,0,3,0,0,4,0,0,0,0,0,0,1,0,3,0,0,0,2,0,0,0,0,8,1,0,0,0,9,0,0,0,0,0,0,8,0,0,6,3,1,0,0,9,4,0,0,0,8,0,0,0,721
0,9,0,0,2,0,0,4,5,0,0,0,0,9,6,0,0,1,0,0,0,3,0,5,0,0,0,1,0,6,0,0,3,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,2,0,0,1,4,5,9,0,0,0,4,0,0,0,0,0,3,0,0,6,8,0,0,0,0,698
5,0,0,0,0,9,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,6,0,7,0,0,0,0,0,4,0,0,8,0,0,9,0,5,1,0,0,0,4,0,0,0,0,0,7,0,4,0,7,1,0,4,9,0,0,5,8,0,0,2,0,8,0,0,6,1,538
0,8,9,4,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,3,0,5,0,0,9,4,8,0,7,0,0,0,0,0,0,7,0,0,0,0,2,0,0,7,0,5,1,0,7,5,0,0,1,0,0,0,0,9,0,3,2,0,0,8,0,0,289
7,0,0,0,6,1,5,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,7,0,0,0,0,0,8,0,6,0,0,7,0,0,5,0,8,0,0,0,3,0,6,1,0,0,0,9,0,0,0,0,0,0,0,2,0,0,2,0,8,0,3,6,0,5,9,0,0,0,0,0,3,8,1,742
0,0,5,0,0,0,0,1,0,4,0,7,0,0,0,0,0,3,3,1,0,0,4,0,0,0,0,6,0,1,0,0,0,0,5,0,2,7,0,0,6,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,2,0,0,8,0,0,0,0,6,0,5,0,2,7,0,0,8,3,0,825
4,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,1,0,3,0,0,0,0,8,0,6,0,0,0,0,1,0,0,0,0,3,0,0,9,0,0,0,0,0,0,8,0,3,0,2,4,0,8,5,0,0,0,6,0,3,1,0,0,2,0,0,5,5,9,0,0,0,0,0,0,4,423
4,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,8,0,0,8,0,0,1,5,0,0,4,1,0,0,0,0,0,0,0,0,7,0,2,0,8,0,0,5,0,0,0,3,7,0,4,8,0,0,0,0,5,0,9,3,1,0,0,0,0,4,2,0,0,0,3,7,437
0,6,3,0,0,0,0,0,2,9,0,0,0,7,3,0,0,0,0,0,1,2,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,8,1,0,2,5,0,0,0,0,3,0,9,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,7,1,9,0,0,0,6,5,0,863
0,9,0,0,0,4,7,0,0,0,7,4,0,6,0,0,0,5,6,0,2,3,0,0,0,1,0,0,5,0,0,4,0,1,0,3,2,0,0,1,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,9,0,6,0,6,3,0,0,0,5,0,0,395
0,6,0,4,0,0,0,1,8,8,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,8,4,0,7,0,8,3,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,5,1,4,0,0,0,6,9,0,0,8,0,6,5,0,0,6,0,0,0,0,0,0,0,7,362
0,0,1,0,0,8,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,8,0,0,3,6,0,0,9,0,9,0,0,0,0,2,1,4,0,0,0,2,0,0,0,0,0,0,4,2,6,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,4,6,8,0,0,251
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,4,0,1,0,8,0,7,5,0,7,0,5,6,0,4,0,0,8,2,4,0,0,0,1,0,0,0,3,1,0,0,5,0,4,0,0,0,0,0,2,0,0,3,0,0,0,0,0,7,6,8,0,2,0,0,0,0,0,0,5,0,8,0,873
0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,2,0,7,0,0,4,0,0,0,8,0,2,3,0,8,0,0,0,0,0,0,0,5,0,0,1,8,0,0,9,0,0,0,0,2,7,0,0,0,1,0,0,9,3,0,0,5,491
3,0,0,4,0,0,1,0,0,2,0,0,0,0,1,0,0,6,0,9,0,0,0,6,0,0,0,0,7,0,0,0,0,3,0,2,0,0,0,0,0,7,0,5,4,0,0,0,0,0,0,6,0,0,0,0,4,0,3,0,0,2,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,5,4,0,7,356
9,0,0,2,5,0,0,0,0,8,0,0,3,9,0,5,0,0,0,0,0,0,0,0,0,8,0,3,0,0,9,6,0,0,0,0,6,2,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,7,0,0,1,5,8,0,0,0,0,8,0,0,0,0,0,0,0,0,5,7,0,0,0,0,3,936
8,5,0,0,0,0,0,0,3,4,0,0,0,0,6,0,5,0,0,0,0,1,0,0,0,6,0,0,0,1,3,0,0,5,0,0,0,9,0,0,0,0,4,0,0,2,0,0,9,1,0,0,0,0,3,0,0,0,8,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,5,6,1,0,0,8,856
0,3,0,2,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,7,0,3,0,0,0,0,9,1,0,0,0,2,1,0,7,0,8,0,0,9,4,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,3,8,1,0,0,0,3,4,0,0,0,6,0,134
0,0,1,0,0,0,0,6,0,4,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,4,2,0,0,3,0,6,0,0,1,0,0,0,0,0,0,0,6,5,0,9,7,1,5,0,0,0,0,0,0,0,0,0,3,0,0,7,4,0,2,5,0,2,0,9,0,0,0,0,0,751
6,0,0,2,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,7,8,4,5,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,1,0,3,4,0,7,0,0,3,5,8,0,0,0,0,0,6,1,3,0,0,2,0,4,0,8,5,4,6,0,0,0,3,0,0,0,0,0,0,0,0,0,658
1,9,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,7,3,9,0,0,2,0,0,3,0,0,1,4,5,0,0,8,0,0,0,0,0,0,9,0,0,7,2,9,0,0,0,0,0,2,0,3,0,7,1,0,0,0,0,9,0,0,5,0,0,7,198
0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,1,2,3,0,6,0,3,0,4,0,0,0,0,0,0,0,6,3,0,4,0,0,0,6,0,0,0,0,5,1,0,0,0,4,9,0,2,0,0,0,0,3,0,0,6,5,0,9,0,0,0,0,8,0,0,0,0,0,9,0,0,0,1,0,6,0,381
0,0,0,0,3,8,0,2,0,0,0,0,6,0,0,9,0,1,5,0,0,9,0,0,6,8,3,0,0,0,0,5,0,0,0,0,6,9,2,0,7,0,8,0,0,7,5,0,2,0,6,0,0,0,0,0,0,5,0,0,3,0,0,8,0,0,0,0,0,0,0,0,9,0,7,0,0,0,5,0,0,469
9,0,0,0,0,0,0,8,0,0,0,6,0,5,0,4,3,0,8,0,0,0,0,0,7,0,0,4,0,0,0,0,5,6,7,0,0,9,0,0,0,8,0,0,0,3,0,2,7,0,0,0,0,0,0,0,7,6,0,0,0,0,3,0,8,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,2,951
0,0,3,4,7,0,0,0,9,1,0,0,9,0,0,0,0,2,0,0,0,0,2,8,0,7,4,5,0,0,3,1,0,0,0,0,8,0,0,2,0,7,0,9,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,3,0,0,8,0,0,5,4,0,0,0,0,0,0,0,0,0,8,283
0,1,9,0,4,0,3,0,0,8,4,0,0,0,0,0,0,0,0,7,0,3,2,0,0,0,0,7,0,2,0,0,1,0,0,6,0,8,0,0,6,0,1,0,0,0,0,0,0,0,7,8,3,0,0,0,0,0,9,0,0,0,8,0,0,4,0,0,0,0,2,0,0,6,0,0,0,0,0,0,1,219
3,4,0,7,0,0,0,5,0,8,0,9,0,0,0,4,3,0,7,0,0,5,0,0,0,0,9,1,3,0,0,0,0,7,0,0,0,0,2,4,0,0,0,0,5,0,0,0,0,8,1,0,0,0,0,7,0,1,0,0,0,0,8,0,0,0,8,2,0,0,0,0,0,0,0,0,3,0,0,0,0,346
1,0,0,0,0,0,6,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,5,2,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,5,4,0,1,7,0,0,6,2,0,0,0,6,0,5,1,0,0,0,1,0,7,4,0,8,3,0,4,8,0,0,5,0,0,0,192
3,2,8,1,0,0,0,0,0,0,0,0,0,5,0,6,3,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,9,4,0,0,0,6,0,0,0,4,0,0,0,0,0,2,0,6,0,0,5,0,4,0,5,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,9,3,0,0,0,4,0,328
0,0,8,0,1,9,4,0,0,0,0,0,0,3,5,0,0,0,0,0,0,4,0,0,0,0,0,0,9,6,0,0,0,5,0,8,8,0,0,0,0,1,0,0,4,0,0,0,5,0,0,0,3,0,5,0,0,7,4,0,3,0,0,0,0,3,0,9,0,0,0,6,6,0,0,0,0,8,0,0,0,258
0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,5,0,6,0,7,9,0,0,0,0,0,7,4,0,5,9,0,0,2,0,0,6,3,0,0,0,0,0,0,0,5,9,0,2,0,0,6,0,0,0,0,0,0,0,0,3,6,0,2,0,0,4,0,0,0,0,0,0,0,7,3,0,2,0,9,415
0,0,0,9,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,5,9,0,0,0,7,0,9,0,0,0,7,8,0,0,0,8,0,1,0,0,0,7,0,0,0,9,7,0,0,0,3,4,0,1,3,0,6,4,0,8,0,847
0,0,0,0,0,7,0,1,8,0,0,9,0,0,0,3,0,5,2,0,0,3,0,0,0,0,0,0,5,8,0,2,0,0,9,0,0,0,0,0,0,0,5,0,7,3,7,0,0,0,9,0,2,0,1,3,0,5,0,0,4,8,0,0,0,0,0,1,0,0,0,0,9,0,0,0,7,0,0,5,0,543
0,0,0,0,0,0,0,4,0,0,0,0,0,1,7,0,0,3,0,0,7,4,0,8,0,9,0,0,0,4,9,0,0,0,2,0,0,9,0,0,0,4,0,0,7,0,0,0,1,0,2,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,2,0,1,0,6,0,0,0,6,0,0,9,3,1,2,281
0,0,9,0,0,0,2,0,8,1,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,7,0,0,9,0,0,0,0,6,1,0,5,7,4,0,0,0,0,4,0,0,0,0,7,0,2,0,0,0,0,6,8,4,0,0,0,8,0,7,0,1,0,2,749
0,0,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,5,0,0,0,0,0,0,6,0,0,7,0,0,0,4,1,0,0,0,5,0,0,0,6,3,0,0,0,0,0,1,0,9,5,0,0,3,0,6,4,0,0,0,0,0,0,1,5,0,0,0,2,7,0,6,0,0,0,0,0,4,0,2,0,476
0,0,1,0,0,2,0,6,0,9,7,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,4,3,0,0,5,2,0,9,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,7,4,0,0,0,4,0,3,1,0,0,0,0,0,0,9,2,0,0,0,7,0,1,0,5,0,0,6,0,0,0,0,541
0,0,0,0,0,0,6,0,0,7,0,0,0,9,0,1,3,0,5,0,3,7,0,0,9,0,2,0,2,0,0,0,8,3,1,0,0,0,6,5,0,9,0,2,0,0,0,0,0,3,2,0,0,9,9,0,0,0,0,0,0,0,0,0,7,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,892
1,3,0,0,9,0,0,4,0,0,4,0,1,0,0,0,0,7,8,0,7,0,0,0,0,5,0,3,1,0,0,0,0,0,0,0,0,0,4,5,0,1,0,2,3,0,0,2,0,0,4,0,9,0,4,0,0,3,0,2,7,0,0,0,0,5,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,136
0,0,0,9,1,0,0,0,0,0,0,7,6,0,0,0,0,9,0,0,0,0,7,0,0,5,0,0,8,4,0,3,0,0,9,7,0,0,0,0,0,9,3,0,0,6,0,0,1,0,0,0,0,4,0,0,9,3,4,0,0,0,0,1,3,0,0,0,0,0,0,6,0,4,0,5,0,0,0,0,0,358
0,0,0,8,0,0,3,0,5,0,3,0,0,5,9,0,0,0,0,4,8,0,0,6,0,0,0,0,8,0,0,0,0,6,7,0,4,0,7,6,0,0,0,0,0,9,0,0,0,3,0,8,0,0,0,9,6,0,0,0,0,0,7,3,0,0,4,0,0,0,0,0,0,0,0,0,8,1,0,0,0,719
2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,5,6,2,5,0,0,0,0,0,0,0,4,0,0,0,3,9,0,0,1,6,0,0,0,0,0,1,0,8,0,0,0,0,0,2,0,4,0,3,8,9,0,0,1,2,0,0,0,4,3,0,9,8,0,0,0,0,0,0,0,5,0,3,0,0,1,246
0,6,0,0,2,8,0,0,7,0,5,8,1,0,0,0,4,0,0,9,2,0,0,7,0,0,0,0,7,0,0,0,0,0,6,5,0,1,0,0,0,0,0,7,0,0,0,0,0,5,0,9,0,8,0,0,0,4,0,0,5,0,0,0,0,0,0,8,2,4,0,0,0,2,0,0,0,0,0,0,0,461
0,0,0,0,0,0,6,0,3,6,3,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,2,0,8,7,6,0,1,0,0,0,0,0,0,0,5,0,0,0,0,4,1,2,0,8,0,0,0,6,3,0,0,0,0,0,0,7,1,0,5,0,0,0,0,3,0,0,0,0,6,0,0,2,0,0,0,725
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,1,4,0,8,7,0,0,0,0,0,2,0,0,8,0,6,0,0,0,8,0,0,9,1,7,0,1,0,0,0,0,5,0,0,2,8,0,0,0,4,0,0,9,4,0,9,5,0,0,0,0,0,0,0,0,0,6,0,0,5,0,724
9,3,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,7,0,0,0,5,0,0,6,0,0,0,0,6,3,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,5,6,2,0,8,0,0,5,0,0,0,0,0,6,0,4,8,7,2,0,0,0,0,9,2,0,4,0,0,0,0,935
0,0,0,0,5,0,0,2,1,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,6,0,0,0,6,0,0,0,2,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,8,2,9,0,0,5,0,7,0,3,0,0,1,8,0,0,9,7,0,0,6,5,0,3,0,8,0,0,0,783
0,0,0,0,0,0,3,0,0,3,2,9,0,0,6,0,0,7,0,5,0,0,0,0,2,6,1,0,0,0,0,0,0,0,3,0,7,0,1,0,2,0,4,0,5,0,0,4,0,0,0,1,0,9,0,0,6,0,0,2,9,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,4,6,0,0,617
4,5,9,0,7,0,0,0,0,3,0,0,0,2,0,4,1,0,0,0,0,9,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,9,8,0,5,0,0,1,0,4,5,0,3,1,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,7,2,0,8,0,0,0,459
0,0,0,3,0,0,0,0,9,0,3,0,5,0,8,0,1,0,0,9,0,0,6,0,0,5,0,0,0,0,0,0,0,0,9,0,9,2,0,8,4,0,0,0,0,0,5,3,2,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,5,2,0,8,165
0,8,6,9,5,0,0,0,0,9,0,0,6,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,7,0,8,0,9,0,0,0,0,0,3,0,6,4,0,0,0,0,8,9,0,0,0,0,0,4,7,3,0,0,8,0,0,0,0,0,0,0,6,4,0,186
0,6,0,0,0,0,0,7,0,0,9,0,0,0,4,8,0,0,0,0,0,7,0,0,0,0,9,0,4,8,9,6,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,7,0,0,0,0,0,0,0,2,5,1,8,0,6,7,0,4,0,0,0,0,2,0,0,0,0,0,0,0,9,0,164
0,9,5,0,7,0,4,2,0,0,8,2,0,0,0,0,0,9,0,0,0,0,0,6,0,0,5,2,0,6,0,4,0,5,0,8,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,9,0,8,4,0,0,7,0,0,1,0,0,0,2,0,0,0,0,8,0,0,0,0,0,4,695
1,0,2,8,6,0,0,9,0,3,0,8,0,1,7,0,0,0,0,0,0,4,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,3,2,0,8,0,0,0,0,0,0,0,3,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,8,6,0,0,1,6,8,0,0,0,0,142
0,0,9,0,0,3,7,0,0,0,3,0,0,0,0,0,2,0,1,0,7,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,9,6,2,0,0,0,7,8,0,0,0,0,0,0,9,1,0,0,7,0,0,0,1,0,3,9,0,0,2,9,0,0,0,4,0,0,0,8,0,0,0,2,0,1,529
0,0,0,3,8,0,0,0,1,0,0,0,0,0,0,0,5,0,6,0,0,1,0,2,9,0,0,9,0,7,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,0,1,0,0,7,0,0,0,0,6,0,3,0,9,8,0,0,2,0,0,6,0,0,0,9,0,5,0,0,7,0,8,529
3,0,0,0,0,0,8,0,4,0,4,6,0,0,0,0,2,0,1,0,0,8,6,0,3,0,0,0,0,5,0,3,0,0,0,0,4,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,5,0,0,0,0,0,4,2,0,0,0,6,0,8,5,1,0,0,3,0,397
1,0,0,0,0,7,0,0,0,3,5,0,6,0,1,7,0,9,0,0,0,5,0,0,0,8,0,7,0,0,0,9,0,4,0,3,0,0,6,7,0,4,0,0,0,0,9,1,3,0,6,0,0,7,0,0,0,0,0,0,0,9,0,0,0,0,4,0,9,3,0,0,0,0,0,0,0,0,1,0,0,168
0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,9,0,3,0,5,4,0,0,1,0,0,8,0,0,5,0,0,8,2,0,1,7,0,0,0,7,0,5,0,0,3,0,0,8,0,0,0,9,5,4,0,1,0,0,4,0,2,9,0,0,394
0,8,0,0,3,0,2,4,7,0,0,6,7,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,6,1,2,5,0,6,0,0,0,0,0,0,0,0,2,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,3,0,5,0,0,0,8,0,7,0,0,981
0,0,0,1,0,3,0,5,8,0,0,0,0,5,4,0,6,2,6,0,3,2,0,0,1,0,0,3,4,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,6,8,3,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,492
7,2,0,1,0,9,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,3,0,6,0,9,0,0,0,8,2,0,0,0,0,3,4,0,0,7,0,4,0,0,0,3,6,0,9,6,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,726
7,0,0,0,0,0,1,5,0,9,0,0,5,0,1,6,0,8,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,6,7,0,8,0,0,3,0,0,4,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,4,1,7,0,6,0,0,0,9,0,0,0,783
3,0,0,7,0,2,4,0,0,0,0,0,9,6,0,8,0,0,6,1,0,0,0,0,7,2,0,0,0,0,8,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,6,3,0,8,0,0,0,7,0,8,9,0,0,0,0,0,4,2,4,0,0,0,0,9,0,1,398
0,0,0,0,0,9,8,0,0,0,6,0,7,0,8,0,5,0,0,0,0,5,0,0,0,6,0,0,0,1,0,8,0,0,0,0,8,0,0,0,0,0,1,0,6,0,5,2,6,0,4,0,0,9,7,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,6,7,0,235
